@RELATION models/SVM_german_single
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {anger,hapiness,neutral,sadness}

@DATA
0.139115,0.010333,2.902880,0.248301,0.224447,1.014804,0.011910,0.238753,-30.288803,1.576587,-0.092947,-0.019482,-0.301435,-0.447284,-0.180990,0.042798,0.090624,-0.018880,-0.210693,-0.028907,-0.055813,0.062933,0.010688,0.021776,0.006808,0.027295,0.002616,0.012674,0.033426,0.000980,0.008639,0.021253,0.010574,0.036595,0.118484,0.016968,0.468286,0.106737,0.038067,0.682612,0.010400,0.210624,4.358185,1.394806,0.909939,0.578184,0.456943,0.437568,0.439891,0.496245,0.527019,0.429397,0.389589,0.314608,0.223483,0.119722,0.018523,0.036851,0.014947,0.036018,0.005299,0.021697,0.046770,0.001729,0.016624,0.037626,0.017765,0.029290,anger
0.124290,0.011445,2.863864,0.250544,0.231303,1.067929,0.015074,0.235195,-30.433744,1.297306,-0.392187,0.013576,-0.140975,-0.154011,-0.172708,-0.065212,-0.202774,-0.048697,-0.043229,0.084350,-0.001430,0.184430,0.004981,0.010066,0.006148,0.014700,0.006528,0.013256,0.019616,0.004072,0.009447,0.008789,0.009242,0.059758,0.106348,0.018664,0.400343,0.100619,0.038183,0.704317,0.018455,0.218585,3.822798,1.085354,0.996168,0.588474,0.439096,0.386740,0.395140,0.382552,0.434291,0.414582,0.376058,0.331775,0.291981,0.221100,0.009091,0.016998,0.010463,0.020110,0.013698,0.021674,0.027353,0.007150,0.015936,0.013529,0.019653,0.057633,anger
0.151036,0.003057,2.876702,0.270423,0.229738,1.144071,0.010719,0.257173,-31.692081,1.357677,-0.209191,0.035442,-0.252733,-0.138234,-0.086932,-0.118303,-0.157405,-0.181138,-0.024865,0.092506,-0.068932,0.090311,0.005959,0.018767,0.006171,0.019009,0.004869,0.017158,0.023761,0.004452,0.009275,0.012275,0.006512,0.038774,0.137204,0.004994,0.441290,0.116473,0.041865,0.853463,0.014744,0.254118,3.519702,1.374951,0.892523,0.640829,0.425798,0.433003,0.375138,0.418120,0.397160,0.408953,0.389292,0.340039,0.308874,0.130943,0.011957,0.026384,0.013457,0.026243,0.008101,0.028649,0.033687,0.010611,0.017483,0.022296,0.014535,0.035420,anger
0.169677,0.007793,2.822112,0.273293,0.204420,1.428023,0.005818,0.289370,-30.570454,0.335167,-0.220393,0.143160,-0.532594,0.070835,-0.075036,-0.269988,-0.157904,-0.232086,-0.013509,-0.073453,-0.043399,0.061311,0.008087,0.013830,0.005596,0.011630,0.005162,0.013788,0.018788,0.004283,0.010402,0.009218,0.007601,0.025758,0.116109,0.014299,0.473276,0.095009,0.041258,0.732859,0.004803,0.200256,5.449406,1.582504,0.702538,0.606111,0.404444,0.456787,0.345030,0.369318,0.340701,0.478355,0.504911,0.450746,0.359553,0.110312,0.014201,0.023632,0.009392,0.015540,0.010543,0.023397,0.029747,0.006654,0.018762,0.014465,0.009490,0.029618,anger
0.109614,0.005999,2.893029,0.228969,0.211077,0.896316,0.010088,0.203650,-30.521437,1.569974,0.219565,-0.282828,-0.366921,-0.043331,0.002636,-0.313786,-0.355945,-0.227665,-0.178436,0.021364,-0.102711,0.060575,0.004227,0.030636,0.005845,0.031643,0.017866,0.014901,0.026167,0.002802,0.009125,0.012491,0.006144,0.036899,0.083417,0.012355,0.416005,0.082656,0.043249,0.620330,0.010035,0.177625,4.931949,1.262252,0.813693,0.945364,0.478221,0.324463,0.359795,0.296755,0.373161,0.395358,0.445292,0.399446,0.429974,0.138196,0.006277,0.049189,0.011821,0.043150,0.038579,0.023294,0.035988,0.003773,0.015552,0.020270,0.011887,0.033556,anger
0.182012,0.008810,2.778375,0.285972,0.213642,1.399677,0.007584,0.305570,-29.344416,0.658605,-0.314512,-0.256200,-0.476032,-0.042066,-0.008943,-0.326460,-0.021639,-0.230509,0.153860,0.031660,0.015336,0.037649,0.005632,0.009950,0.005491,0.012987,0.007099,0.014361,0.020084,0.003861,0.013873,0.015407,0.011140,0.023107,0.128913,0.012132,0.550725,0.106742,0.033915,0.749325,0.008180,0.220116,4.127644,1.296637,0.888304,0.626999,0.447367,0.497873,0.382400,0.374757,0.440330,0.467587,0.388444,0.342172,0.372674,0.079508,0.011028,0.018276,0.011596,0.020436,0.012572,0.022398,0.029266,0.007532,0.024319,0.025913,0.021358,0.022302,anger
0.131562,0.009585,2.827549,0.249330,0.221420,0.936583,0.009352,0.233745,-30.187195,1.696564,0.441883,-0.384883,-0.227533,-0.065251,-0.256387,-0.216862,-0.308750,-0.230531,0.056138,-0.035917,0.184617,0.097585,0.003680,0.010015,0.005305,0.024651,0.008235,0.017898,0.031578,0.001874,0.014833,0.028288,0.008881,0.045029,0.117906,0.012123,0.483838,0.107856,0.044088,0.636448,0.008115,0.189116,4.588340,1.339192,0.700352,0.638319,0.413449,0.384945,0.340956,0.373885,0.394370,0.393250,0.361704,0.329295,0.297612,0.158505,0.007505,0.015149,0.010347,0.030510,0.016560,0.022684,0.038739,0.003058,0.023214,0.037681,0.017164,0.040234,anger
0.121963,0.017454,2.881050,0.238426,0.221660,1.084809,0.007826,0.230616,-27.835583,1.607660,0.032313,0.273525,-0.222295,-0.077211,0.136256,-0.209468,0.112116,-0.233132,-0.039358,-0.231489,-0.221140,0.139714,0.008384,0.030604,0.003810,0.016153,0.002619,0.005386,0.020025,0.003208,0.006080,0.023703,0.007576,0.050381,0.098064,0.019938,0.426152,0.085802,0.043160,0.795832,0.007954,0.213503,3.358230,1.110340,0.813056,0.725726,0.386652,0.354558,0.327573,0.300276,0.285515,0.296534,0.321771,0.336948,0.307577,0.144305,0.014175,0.038292,0.004875,0.019293,0.004263,0.007273,0.029388,0.006235,0.006703,0.031434,0.010647,0.037889,anger
0.149035,0.011934,2.921221,0.265224,0.222313,1.212179,0.006971,0.248605,-29.130910,1.007832,-0.308417,-0.025338,-0.423450,-0.162239,-0.106919,-0.422387,-0.304404,-0.291676,0.031895,0.055130,0.160635,0.046692,0.006824,0.019080,0.003407,0.019337,0.007751,0.033698,0.020844,0.004315,0.011373,0.008965,0.006521,0.030242,0.099946,0.016418,0.437090,0.079747,0.043380,0.743037,0.007218,0.199722,3.882640,1.477209,0.778353,0.638674,0.383121,0.424945,0.446048,0.355391,0.397361,0.406557,0.497300,0.370631,0.353049,0.078469,0.012517,0.033375,0.004615,0.030511,0.012392,0.044753,0.027428,0.008632,0.020918,0.015594,0.012185,0.024319,anger
0.203501,0.006816,2.852025,0.304804,0.226760,1.501925,0.006099,0.340833,-30.199392,0.284673,-0.109874,0.481007,-0.222434,-0.113185,0.152972,0.139211,-0.053902,-0.101359,-0.108680,-0.055982,-0.024205,0.190327,0.005596,0.010994,0.004693,0.009323,0.003734,0.004945,0.014243,0.003381,0.005295,0.012367,0.003740,0.056536,0.140595,0.009206,0.392741,0.106723,0.040883,0.798142,0.008367,0.250777,3.918384,1.007980,0.809175,0.594547,0.406953,0.314816,0.334467,0.382296,0.280057,0.259386,0.274439,0.250075,0.215551,0.193981,0.007414,0.016894,0.006582,0.010403,0.004831,0.005612,0.016856,0.004705,0.006962,0.022390,0.003602,0.052687,anger
0.212404,0.010693,2.852180,0.302818,0.223540,1.530246,0.007967,0.372530,-27.938752,0.767336,0.060240,0.189386,-0.000577,-0.006294,0.119692,0.326799,-0.177468,0.054770,-0.112176,-0.040693,-0.057755,0.130697,0.005852,0.012547,0.004834,0.019499,0.003895,0.005571,0.016391,0.004641,0.006087,0.019095,0.004367,0.043149,0.170106,0.015099,0.448118,0.132228,0.038599,0.891704,0.017216,0.267018,4.001654,1.216324,0.933410,0.549488,0.463664,0.351888,0.321998,0.317939,0.281854,0.306198,0.236811,0.264732,0.256743,0.229809,0.008941,0.017788,0.005495,0.029727,0.005632,0.007150,0.020479,0.008554,0.009432,0.029455,0.005599,0.061475,anger
0.179633,0.022881,2.871002,0.270609,0.211809,1.342066,0.008906,0.312432,-28.291038,0.767018,-0.346056,0.367361,-0.212695,-0.123192,0.037632,-0.024993,-0.271645,-0.090193,-0.175880,-0.024176,-0.037387,0.084283,0.005599,0.015618,0.004527,0.019924,0.007236,0.008255,0.023208,0.006223,0.007217,0.008941,0.004551,0.031821,0.134066,0.040728,0.410560,0.110063,0.054968,0.744231,0.014657,0.241309,4.970756,1.401145,0.979097,0.643149,0.495196,0.413895,0.384880,0.435985,0.391615,0.382227,0.375800,0.314901,0.333977,0.166009,0.007485,0.032253,0.005410,0.026737,0.013764,0.010289,0.037439,0.010261,0.011587,0.011521,0.006712,0.043539,anger
0.164584,0.011154,2.818928,0.260186,0.207199,1.257285,0.005091,0.279693,-28.783604,0.839785,-0.295535,0.160214,-0.116427,-0.229081,0.123667,-0.038205,-0.250970,0.069385,-0.247681,0.034640,-0.103365,0.069023,0.007606,0.014926,0.004673,0.013202,0.006003,0.008843,0.024000,0.006342,0.009186,0.017472,0.006279,0.027942,0.123495,0.018240,0.452823,0.101092,0.043979,0.693916,0.002899,0.216004,4.052682,1.226177,1.078287,0.572663,0.503234,0.403242,0.414648,0.341952,0.317063,0.339135,0.360346,0.352409,0.358146,0.115916,0.012704,0.021769,0.005766,0.017285,0.010469,0.009873,0.026684,0.009602,0.013194,0.025448,0.009977,0.030666,anger
0.171196,0.016026,2.980180,0.258338,0.213309,1.299251,0.006095,0.290648,-28.384885,1.132193,-0.105197,0.171649,-0.234787,-0.239005,0.183804,-0.019687,-0.169905,-0.005718,-0.171984,0.067948,-0.190690,0.042099,0.012499,0.012779,0.005468,0.018061,0.006896,0.008250,0.030346,0.004162,0.010302,0.026918,0.008385,0.025993,0.133867,0.030301,0.320428,0.110298,0.045547,0.786152,0.005348,0.233280,2.949057,1.336237,0.924982,0.604749,0.599064,0.457728,0.377945,0.337373,0.366152,0.317748,0.338276,0.356248,0.306865,0.082609,0.020786,0.018127,0.007988,0.025898,0.011607,0.010634,0.039344,0.006582,0.014013,0.034291,0.014058,0.023670,anger
0.162528,0.009844,2.917023,0.254058,0.204285,1.279833,0.006866,0.280536,-28.777780,1.032795,0.222262,-0.171245,-0.350496,-0.208090,0.026612,0.140322,-0.258289,0.006492,-0.158670,0.004765,-0.168739,0.054946,0.007361,0.013394,0.007403,0.019886,0.005871,0.011311,0.027345,0.003539,0.009884,0.020450,0.009169,0.026470,0.116972,0.020597,0.433985,0.102679,0.037180,0.734226,0.008190,0.201905,3.557998,1.335708,0.929494,0.569271,0.446561,0.429577,0.452411,0.387796,0.409006,0.392641,0.306278,0.366504,0.349000,0.104716,0.012321,0.017250,0.011117,0.028493,0.007927,0.013384,0.033457,0.005540,0.019632,0.029745,0.014568,0.027400,anger
0.194450,0.008438,2.780103,0.276540,0.202795,1.392232,0.007862,0.316484,-29.375506,0.752631,-0.280895,-0.053655,-0.122349,-0.024954,-0.239108,-0.075000,-0.176153,-0.121154,-0.131030,-0.044999,0.010854,0.049600,0.007073,0.014240,0.005032,0.021625,0.007828,0.013891,0.020520,0.005111,0.008830,0.010360,0.005622,0.023716,0.160206,0.017941,0.524457,0.136662,0.045240,0.751213,0.010955,0.252255,4.986396,1.483592,1.070128,0.695696,0.499239,0.404634,0.426668,0.411265,0.360574,0.325898,0.420831,0.368933,0.317845,0.107821,0.011969,0.021980,0.006637,0.033047,0.016024,0.019355,0.029290,0.010710,0.012488,0.013792,0.007752,0.028277,anger
0.116221,0.013786,2.801520,0.226068,0.209806,0.889291,0.009975,0.198261,-31.608165,1.402273,-0.098509,0.259972,-0.069771,0.083385,-0.227945,0.013293,-0.170202,-0.124318,-0.212267,-0.021086,0.007474,0.172874,0.003845,0.019245,0.003964,0.022234,0.008405,0.015204,0.026444,0.002436,0.004568,0.015986,0.003753,0.059128,0.110773,0.025127,0.420801,0.108929,0.051193,0.568362,0.009645,0.186509,4.745674,1.332795,0.881132,0.510529,0.422276,0.367740,0.380816,0.324201,0.315672,0.317249,0.318734,0.314731,0.336268,0.223625,0.006047,0.032238,0.008005,0.028889,0.016921,0.023740,0.033162,0.003739,0.007569,0.025204,0.004964,0.058596,anger
0.134330,0.008817,2.789176,0.236491,0.209990,1.094128,0.008382,0.219722,-30.374527,1.339710,-0.124934,-0.070810,-0.018675,-0.082957,-0.142862,-0.176812,-0.273321,-0.178003,-0.071212,0.127733,0.000766,0.131096,0.005165,0.012717,0.003759,0.018570,0.009016,0.015912,0.027556,0.004284,0.006271,0.012507,0.004015,0.045256,0.128980,0.015392,0.461282,0.110894,0.048399,0.734706,0.008107,0.220166,5.010193,1.220431,0.913599,0.617802,0.425921,0.448351,0.427335,0.374756,0.423958,0.314051,0.321940,0.358289,0.290614,0.199259,0.011334,0.020934,0.007942,0.021440,0.016619,0.020752,0.034531,0.008891,0.008903,0.018675,0.005392,0.051480,anger
0.124145,0.016873,2.848627,0.223486,0.195517,1.066172,0.009931,0.219489,-27.441950,1.548892,-0.553806,0.069531,-0.055051,-0.133437,0.020552,0.071293,-0.100312,0.029050,-0.302650,-0.126861,-0.210871,0.077555,0.013674,0.024742,0.006516,0.015859,0.006805,0.006904,0.018405,0.005428,0.008716,0.019310,0.009502,0.032216,0.115024,0.022979,0.461590,0.115196,0.043831,0.641026,0.012680,0.204163,4.062101,1.211220,1.001276,0.653504,0.559930,0.445712,0.371182,0.336226,0.350876,0.381405,0.351671,0.360246,0.356847,0.144011,0.022369,0.039068,0.010468,0.021093,0.013764,0.008222,0.027962,0.008305,0.012006,0.027424,0.015486,0.038261,anger
0.129179,0.010343,2.884231,0.232902,0.210073,0.989068,0.009897,0.229782,-29.616707,1.564018,-0.218073,0.049220,-0.129979,-0.118668,-0.023531,-0.067333,-0.158280,-0.129043,-0.243230,-0.022825,-0.005984,0.098672,0.009034,0.021195,0.005898,0.027170,0.007100,0.014825,0.019949,0.002887,0.006529,0.013728,0.008009,0.040656,0.118574,0.021601,0.397984,0.115365,0.044825,0.723139,0.011828,0.226335,4.371413,1.243769,0.980299,0.636468,0.530389,0.463809,0.404315,0.327200,0.346278,0.341632,0.345752,0.352397,0.343163,0.153350,0.016513,0.029917,0.009308,0.037033,0.014216,0.028351,0.026026,0.004637,0.010896,0.022287,0.016380,0.039071,anger
0.156640,0.008220,2.776767,0.263374,0.204621,1.297935,0.007669,0.278597,-29.564380,0.667945,-0.216522,-0.086352,-0.154076,-0.215896,0.099860,0.014920,-0.048322,0.016170,-0.187161,-0.094458,-0.188763,0.067270,0.008249,0.010525,0.005203,0.008801,0.003981,0.006945,0.020762,0.008517,0.012522,0.018332,0.008351,0.027124,0.111744,0.013144,0.607675,0.089994,0.039231,0.670042,0.008718,0.188631,5.196370,1.334094,1.086589,0.648667,0.549862,0.426034,0.512339,0.357646,0.283988,0.317724,0.328624,0.391330,0.365699,0.123073,0.013341,0.015234,0.009548,0.013122,0.006593,0.008637,0.029646,0.012161,0.019410,0.027478,0.017823,0.031819,anger
